,objectid,province_territory,project_name,total_project_capacity_mw,turbine_identifier,turbine_number_in_project,turbine_rated_capacity_k_w,rotor_diameter_m,hub_height_m,manufacturer,model,commissioning_date,latitude,longitude,notes,num_turbines_in_project,end_commission_date,datetime
3920,3921,Ontario,St. Columban,33.0,SCO2,2/15,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.5727619390213,-81.2873493868239,,15,2015,2015-01-01
3921,3922,Ontario,St. Columban,33.0,SCO3,3/15,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.5679730382177,-81.3133913001437,,15,2015,2015-01-01
3922,3923,Ontario,St. Columban,33.0,SCO4,4/15,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.5617352516037,-81.3015527404472,,15,2015,2015-01-01
3923,3924,Ontario,St. Columban,33.0,SCO5,5/15,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.5584895308366,-81.2919239116069,,15,2015,2015-01-01
3924,3925,Ontario,St. Columban,33.0,SCO6,6/15,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.5558369564654,-81.2810264944451,,15,2015,2015-01-01
3925,3926,Ontario,St. Columban,33.0,SCO7,7/15,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.5444642406027,-81.2918682096109,,15,2015,2015-01-01
3926,3927,Ontario,St. Columban,33.0,SCO8,8/15,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.538824239584,-81.2966466039508,,15,2015,2015-01-01
3927,3928,Ontario,St. Columban,33.0,SCO9,9/15,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.5355347883948,-81.2722485765422,,15,2015,2015-01-01
3928,3929,Ontario,St. Columban,33.0,SCO10,10/15,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.5277989977256,-81.2974692595641,,15,2015,2015-01-01
3929,3930,Ontario,St. Columban,33.0,SCO11,11/15,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.523986423977,-81.3011041493516,,15,2015,2015-01-01
3930,3931,Ontario,St. Columban,33.0,SCO12,12/15,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.5329069493306,-81.3165692972238,,15,2015,2015-01-01
3931,3932,Ontario,St. Columban,33.0,SCO13,13/15,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.5306309537612,-81.3149913915241,,15,2015,2015-01-01
3932,3933,Ontario,St. Columban,33.0,SCO14,14/15,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.5303565502791,-81.3259987715006,,15,2015,2015-01-01
3933,3934,Ontario,St. Columban,33.0,SCO15,15/15,2300.0,113.0,99.5,Siemens,SWT 2.3-113,2015,43.5340705207542,-81.3233534397897,,15,2015,2015-01-01
3934,3935,Ontario,Suncor Adelaide Wind Energy,39.98,SAW1,1/18,2221.0,113.0,99.5,Siemens,SWT-2.3-113,2015,43.0386399091366,-81.7863565075162,,18,2015,2015-01-01
3935,3936,Ontario,Suncor Adelaide Wind Energy,39.98,SAW2,2/18,2221.0,113.0,99.5,Siemens,SWT-2.3-113,2015,43.033217804506,-81.7846235242388,,18,2015,2015-01-01
3936,3937,Ontario,Suncor Adelaide Wind Energy,39.98,SAW3,3/18,2221.0,113.0,99.5,Siemens,SWT-2.3-113,2015,43.0188429871884,-81.7580460970954,,18,2015,2015-01-01
3937,3938,Ontario,Suncor Adelaide Wind Energy,39.98,SAW4,4/18,2221.0,113.0,99.5,Siemens,SWT-2.3-113,2015,43.0218120504421,-81.747717870868,,18,2015,2015-01-01
3938,3939,Ontario,Suncor Adelaide Wind Energy,39.98,SAW5,5/18,2221.0,113.0,99.5,Siemens,SWT-2.3-113,2015,43.0369918720971,-81.734255046646,,18,2015,2015-01-01
3939,3940,Ontario,Suncor Adelaide Wind Energy,39.98,SAW6,6/18,2221.0,113.0,99.5,Siemens,SWT-2.3-113,2015,43.034839829128,-81.7011834173204,,18,2015,2015-01-01
3940,3941,Ontario,Suncor Adelaide Wind Energy,39.98,SAW7,7/18,2221.0,113.0,99.5,Siemens,SWT-2.3-113,2015,43.035820830091,-81.6909427283028,,18,2015,2015-01-01
3941,3942,Ontario,Suncor Adelaide Wind Energy,39.98,SAW8,8/18,2221.0,113.0,99.5,Siemens,SWT-2.3-113,2015,43.0356340377302,-81.682140204262,,18,2015,2015-01-01
3942,3943,Ontario,Suncor Adelaide Wind Energy,39.98,SAW9,9/18,2221.0,113.0,99.5,Siemens,SWT-2.3-113,2015,43.0353144083905,-81.6622881809129,,18,2015,2015-01-01
3943,3944,Ontario,Suncor Adelaide Wind Energy,39.98,SAW10,10/18,2221.0,113.0,99.5,Siemens,SWT-2.3-113,2015,43.0345436599749,-81.6498693297192,,18,2015,2015-01-01
3944,3945,Ontario,Suncor Adelaide Wind Energy,39.98,SAW11,11/18,2221.0,113.0,99.5,Siemens,SWT-2.3-113,2015,43.0171363374117,-81.6487524866305,,18,2015,2015-01-01
3945,3946,Ontario,Suncor Adelaide Wind Energy,39.98,SAW12,12/18,2221.0,113.0,99.5,Siemens,SWT-2.3-113,2015,43.0208182801021,-81.6399807257284,,18,2015,2015-01-01
3946,3947,Ontario,Suncor Adelaide Wind Energy,39.98,SAW13,13/18,2221.0,113.0,99.5,Siemens,SWT-2.3-113,2015,43.0231045502848,-81.6242699229181,,18,2015,2015-01-01
3947,3948,Ontario,Suncor Adelaide Wind Energy,39.98,SAW14,14/18,2221.0,113.0,99.5,Siemens,SWT-2.3-113,2015,43.0183451302102,-81.6170772981943,,18,2015,2015-01-01
3948,3949,Ontario,Suncor Adelaide Wind Energy,39.98,SAW15,15/18,2221.0,113.0,99.5,Siemens,SWT-2.3-113,2015,43.0100108186908,-81.6175958721695,,18,2015,2015-01-01
3949,3950,Ontario,Suncor Adelaide Wind Energy,39.98,SAW16,16/18,2221.0,113.0,99.5,Siemens,SWT-2.3-113,2015,43.0210933052083,-81.5993229655552,,18,2015,2015-01-01
3950,3951,Ontario,Suncor Adelaide Wind Energy,39.98,SAW17,17/18,2221.0,113.0,99.5,Siemens,SWT-2.3-113,2015,43.012109691165,-81.5987343579653,,18,2015,2015-01-01
3951,3952,Ontario,Suncor Adelaide Wind Energy,39.98,SAW18,18/18,2221.0,113.0,99.5,Siemens,SWT-2.3-113,2015,43.0142447863741,-81.589143309608,,18,2015,2015-01-01
3952,3953,Ontario,Whittington,6.15,WHT1,1/3,2050.0,92.0,100.0,Senvion,MM92,2015,44.0073628409826,-80.1658402242047,,3,2015,2015-01-01
3953,3954,Ontario,Whittington,6.15,WHT2,2/3,2050.0,92.0,100.0,Senvion,MM92,2015,44.0042531371257,-80.162212169807,,3,2015,2015-01-01
3954,3955,Ontario,Whittington,6.15,WHT3,3/3,2050.0,92.0,100.0,Senvion,MM92,2015,43.9996965978938,-80.1583026584239,,3,2015,2015-01-01
3955,3956,Ontario,Ganaraska,17.6,GAR1,1/9,1880.0,92.0,100.0,Senvion,MM92,2016,44.004269,-78.594563,,9,2016,2016-01-01
3956,3957,Ontario,Ganaraska,17.6,GAR2,2/9,1880.0,92.0,100.0,Senvion,MM92,2016,44.005713,-78.5909,,9,2016,2016-01-01
3957,3958,Ontario,Ganaraska,17.6,GAR3,3/9,1880.0,92.0,100.0,Senvion,MM92,2016,44.005775,-78.582353,,9,2016,2016-01-01
3958,3959,Ontario,Ganaraska,17.6,GAR4,4/9,1880.0,92.0,100.0,Senvion,MM92,2016,44.007992,-78.582874,,9,2016,2016-01-01
3959,3960,Ontario,Ganaraska,17.6,GAR5,5/9,1880.0,92.0,100.0,Senvion,MM92,2016,44.00997,-78.58106000000001,,9,2016,2016-01-01
3960,3961,Ontario,Ganaraska,17.6,GAR6,6/9,2050.0,92.0,100.0,Senvion,MM92,2016,44.011315,-78.577748,,9,2016,2016-01-01
3961,3962,Ontario,Ganaraska,17.6,GAR7,7/9,2050.0,92.0,100.0,Senvion,MM92,2016,44.009376,-78.575969,,9,2016,2016-01-01
3962,3963,Ontario,Ganaraska,17.6,GAR8,8/9,2050.0,92.0,100.0,Senvion,MM92,2016,44.007647,-78.578048,,9,2016,2016-01-01
3963,3964,Ontario,Ganaraska,17.6,GAR9,9/9,2050.0,92.0,100.0,Senvion,MM92,2016,44.019983,-78.581089,,9,2016,2016-01-01
3964,3965,Ontario,Grand Bend Wind Farm,99.3,GBW1,1/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.3187891207165,-81.7339617667933,,40,2016,2016-01-01
3965,3966,Ontario,Grand Bend Wind Farm,99.3,GBW2,2/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.3224815545443,-81.7385717356644,,40,2016,2016-01-01
3966,3967,Ontario,Grand Bend Wind Farm,99.3,GBW3,3/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.3218616362527,-81.7335289962984,,40,2016,2016-01-01
3967,3968,Ontario,Grand Bend Wind Farm,99.3,GBW4,4/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.3248834066405,-81.7265694241915,,40,2016,2016-01-01
3968,3969,Ontario,Grand Bend Wind Farm,99.3,GBW5,5/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.3305261426664,-81.7203057904663,,40,2016,2016-01-01
3969,3970,Ontario,Grand Bend Wind Farm,99.3,GBW6,6/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.3331241951714,-81.7185619824966,,40,2016,2016-01-01
3970,3971,Ontario,Grand Bend Wind Farm,99.3,GBW7,7/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.3303205633892,-81.7125601837623,,40,2016,2016-01-01
3971,3972,Ontario,Grand Bend Wind Farm,99.3,GBW8,8/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.3443922005562,-81.7192875391052,,40,2016,2016-01-01
3972,3973,Ontario,Grand Bend Wind Farm,99.3,GBW9,9/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.3469683514396,-81.7155956410041,,40,2016,2016-01-01
3973,3974,Ontario,Grand Bend Wind Farm,99.3,GBW10,10/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.3452830607673,-81.7109178529249,,40,2016,2016-01-01
3974,3975,Ontario,Grand Bend Wind Farm,99.3,GBW11,11/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.3522266059634,-81.7127672953342,,40,2016,2016-01-01
3975,3976,Ontario,Grand Bend Wind Farm,99.3,GBW12,12/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.3511561523336,-81.7075140128765,,40,2016,2016-01-01
3976,3977,Ontario,Grand Bend Wind Farm,99.3,GBW13,13/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.3555486768827,-81.7098243440222,,40,2016,2016-01-01
3977,3978,Ontario,Grand Bend Wind Farm,99.3,GBW14,14/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.3541072575477,-81.7057919098363,,40,2016,2016-01-01
3978,3979,Ontario,Grand Bend Wind Farm,99.3,GBW15,15/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.3611363247773,-81.7024168644657,,40,2016,2016-01-01
3979,3980,Ontario,Grand Bend Wind Farm,99.3,GBW16,16/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.3682291075246,-81.7061530770466,,40,2016,2016-01-01
3980,3981,Ontario,Grand Bend Wind Farm,99.3,GBW17,17/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.3716655603893,-81.7039252032652,,40,2016,2016-01-01
3981,3982,Ontario,Grand Bend Wind Farm,99.3,GBW18,18/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.3838881249635,-81.7039192946003,,40,2016,2016-01-01
3982,3983,Ontario,Grand Bend Wind Farm,99.3,GBW19,19/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.3824224164426,-81.7000363219152,,40,2016,2016-01-01
3983,3984,Ontario,Grand Bend Wind Farm,99.3,GBW20,20/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.3864206589379,-81.7049924611,,40,2016,2016-01-01
3984,3985,Ontario,Grand Bend Wind Farm,99.3,GBW21,21/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.3853869034562,-81.6976139831506,,40,2016,2016-01-01
3985,3986,Ontario,Grand Bend Wind Farm,99.3,GBW22,22/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.3917475395559,-81.7003638078587,,40,2016,2016-01-01
3986,3987,Ontario,Grand Bend Wind Farm,99.3,GBW23,23/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.3918782557778,-81.6959930551838,,40,2016,2016-01-01
3987,3988,Ontario,Grand Bend Wind Farm,99.3,GBW24,24/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.3933309856704,-81.6807572053162,,40,2016,2016-01-01
3988,3989,Ontario,Grand Bend Wind Farm,99.3,GBW25,25/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.3930245528007,-81.6748284365836,,40,2016,2016-01-01
3989,3990,Ontario,Grand Bend Wind Farm,99.3,GBW26,26/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.3970915001175,-81.704561895494,,40,2016,2016-01-01
3990,3991,Ontario,Grand Bend Wind Farm,99.3,GBW27,27/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.3965470581058,-81.6992748570891,,40,2016,2016-01-01
3991,3992,Ontario,Grand Bend Wind Farm,99.3,GBW28,28/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.41692747355,-81.6949541577473,,40,2016,2016-01-01
3992,3993,Ontario,Grand Bend Wind Farm,99.3,GBW29,29/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.42072261375,-81.6981657227366,,40,2016,2016-01-01
3993,3994,Ontario,Grand Bend Wind Farm,99.3,GBW30,30/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.4228185698025,-81.6886864699248,,40,2016,2016-01-01
3994,3995,Ontario,Grand Bend Wind Farm,99.3,GBW31,31/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.425681809733,-81.6944564610563,,40,2016,2016-01-01
3995,3996,Ontario,Grand Bend Wind Farm,99.3,GBW32,32/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.4263742841471,-81.685883177025,,40,2016,2016-01-01
3996,3997,Ontario,Grand Bend Wind Farm,99.3,GBW33,33/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.4298251345725,-81.687787887819,,40,2016,2016-01-01
3997,3998,Ontario,Grand Bend Wind Farm,99.3,GBW34,34/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.4295206394616,-81.6955571044851,,40,2016,2016-01-01
3998,3999,Ontario,Grand Bend Wind Farm,99.3,GBW35,35/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.4323970641568,-81.6943470245314,,40,2016,2016-01-01
3999,4000,Ontario,Grand Bend Wind Farm,99.3,GBW36,36/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.4363217582807,-81.693471305972,,40,2016,2016-01-01
4000,4001,Ontario,Grand Bend Wind Farm,99.3,GBW37,37/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.4396411054331,-81.6925243416195,,40,2016,2016-01-01
4001,4002,Ontario,Grand Bend Wind Farm,99.3,GBW38,38/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.44031919397,-81.6716264665446,,40,2016,2016-01-01
4002,4003,Ontario,Grand Bend Wind Farm,99.3,GBW39,39/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.4564414526478,-81.6955869629704,,40,2016,2016-01-01
4003,4004,Ontario,Grand Bend Wind Farm,99.3,GBW40,40/40,2483.0,113.0,99.5,Siemens,SWT 3.0-113,2016,43.45598903461,-81.6904598927687,,40,2016,2016-01-01
4004,4005,Ontario,Grey Highlands Clean Energy,18.5,GHC1,1/9,2050.0,92.5,100.0,Senvion,MM92,2016,44.2842270360159,-80.3583249869675,,9,2016,2016-01-01
4005,4006,Ontario,Grey Highlands Clean Energy,18.5,GHC2,2/9,2050.0,92.5,100.0,Senvion,MM92,2016,44.2856853663525,-80.3542705578419,,9,2016,2016-01-01
4006,4007,Ontario,Grey Highlands Clean Energy,18.5,GHC3,3/9,2050.0,92.5,100.0,Senvion,MM92,2016,44.2883394114219,-80.3548618280764,,9,2016,2016-01-01
4007,4008,Ontario,Grey Highlands Clean Energy,18.5,GHC4,4/9,2050.0,92.5,100.0,Senvion,MM92,2016,44.2986630765674,-80.3189149045742,,9,2016,2016-01-01
4008,4009,Ontario,Grey Highlands Clean Energy,18.5,GHC5,5/9,2050.0,92.5,100.0,Senvion,MM92,2016,44.313230216455,-80.3165401658936,,9,2016,2016-01-01
4009,4010,Ontario,Grey Highlands Clean Energy,18.5,GHC6,6/9,2050.0,92.5,100.0,Senvion,MM92,2016,44.3203524563087,-80.3177163705242,,9,2016,2016-01-01
4010,4011,Ontario,Grey Highlands Clean Energy,18.5,GHC7,7/9,2050.0,92.5,100.0,Senvion,MM92,2016,44.3281571048548,-80.3331466621726,,9,2016,2016-01-01
4011,4012,Ontario,Grey Highlands Clean Energy,18.5,GHC8,8/9,2050.0,92.5,100.0,Senvion,MM92,2016,44.3316965354026,-80.3236850099953,,9,2016,2016-01-01
4012,4013,Ontario,Grey Highlands Clean Energy,18.5,GHC9,9/9,2050.0,92.5,100.0,Senvion,MM92,2016,44.3328834006134,-80.3155854908095,,9,2016,2016-01-01
4013,4014,Ontario,Grey Highlands Zero Emissions People,10.0,ZEP1,1/5,2000.0,92.5,100.0,Senvion,MM92,2016,44.3245192190158,-80.2955567157164,,5,2016,2016-01-01
4014,4015,Ontario,Grey Highlands Zero Emissions People,10.0,ZEP2,2/5,2000.0,92.5,100.0,Senvion,MM92,2016,44.3223746531773,-80.2972547748604,,5,2016,2016-01-01
4015,4016,Ontario,Grey Highlands Zero Emissions People,10.0,ZEP3,3/5,2000.0,92.5,100.0,Senvion,MM92,2016,44.319669789429,-80.2979862197808,,5,2016,2016-01-01
4016,4017,Ontario,Grey Highlands Zero Emissions People,10.0,ZEP4,4/5,2000.0,92.5,100.0,Senvion,MM92,2016,44.3176680801018,-80.2979737995705,,5,2016,2016-01-01
4017,4018,Ontario,Grey Highlands Zero Emissions People,10.0,ZEP5,5/5,2000.0,92.5,100.0,Senvion,MM92,2016,44.3224382992575,-80.2770556189157,,5,2016,2016-01-01
4018,4019,Ontario,Gunn's Hill,18.0,GUN1,1/10,1880.0,92.5,100.0,Senvion,MM82,2016,43.0813608339927,-80.7141535429663,,10,2016,2016-01-01
4019,4020,Ontario,Gunn's Hill,18.0,GUN2,2/10,1880.0,92.5,100.0,Senvion,MM82,2016,43.0838352161597,-80.7076297368351,,10,2016,2016-01-01
4020,4021,Ontario,Gunn's Hill,18.0,GUN3,3/10,1880.0,92.5,100.0,Senvion,MM82,2016,43.0809299442832,-80.7067074531416,,10,2016,2016-01-01
4021,4022,Ontario,Gunn's Hill,18.0,GUN4,4/10,1880.0,92.5,100.0,Senvion,MM82,2016,43.084846586087,-80.6726896931156,,10,2016,2016-01-01
4022,4023,Ontario,Gunn's Hill,18.0,GUN5,5/10,1880.0,92.5,100.0,Senvion,MM82,2016,43.0844878901669,-80.6685859830453,,10,2016,2016-01-01
4023,4024,Ontario,Gunn's Hill,18.0,GUN6,6/10,1880.0,92.5,100.0,Senvion,MM82,2016,43.0693255422957,-80.6863398751075,,10,2016,2016-01-01
4024,4025,Ontario,Gunn's Hill,18.0,GUN7,7/10,1880.0,92.5,100.0,Senvion,MM82,2016,43.0686758035653,-80.6814737076505,,10,2016,2016-01-01
4025,4026,Ontario,Gunn's Hill,18.0,GUN8,8/10,1880.0,92.5,100.0,Senvion,MM82,2016,43.0716667552992,-80.6670055030971,,10,2016,2016-01-01
